Bank_ID,Capital_Asset_Pricing_Model,Equities,Insurance_Coverage,Loan_Amounts,Deposit_Amount,Risk_Factor_Equities,Risk_Factor_Loans,Bank_Assets,Bank_Liabilities,Liquidity_Ratio,Capital_Ratio,Operating_Cost,Financial_Leverage,Agricultural_Performance,Economic_Indicators,Natural_Disasters,Employment_Rate,Inflation_Rate,Credit_Risk,Systemic_Risk_Level
20,0.2913031373409213,0.9535001672884864,0.759290578439968,0.6464252601842526,0.029378807113510208,0.6838386376029967,0.8507583197204615,0.2579199452767722,0.8552368444075822,0.7132121720503646,0.01728956259455905,0.7167377809589763,0.0,0.7646817081679355,0.7712264670921076,0.25,0.5316455172022714,0.5505518285957227,0.05157163150081301,1
21,0.6120211706095288,0.05339934396939361,0.6218192816078563,0.5025773758782359,0.5658537414882817,0.37474577991190794,0.5025082443749153,0.7563731935953197,0.1578534444630056,0.898315146003843,0.5698235224580991,0.4393927912340974,0.7142857142857142,0.4156505510457785,0.33366595098346696,1.0,0.35622317336768905,0.3395002934816125,0.07516175799826863,0
22,0.13952324035340247,0.7092794708666006,0.2548160546913573,0.9974020337911499,0.8956391593835574,0.9683356010375991,0.2969615646738414,0.6575765789449628,0.6566381871440263,0.24347373072852885,0.671093002636011,0.2454527243138852,1.0,0.17793370119648022,0.37031991824188326,0.0,0.24599488565977223,0.25201922141486766,0.40432258382795083,2
23,0.29221891488140883,0.532077319508309,0.7126714797376088,0.40290750473369197,0.8283916667463201,0.9586023714607145,0.4047104851731572,0.32334673030694183,0.8747099283570017,0.4975943959007212,0.5874480846934137,0.7246410084999524,0.8571428571428572,0.39489060804921483,0.48371069144151946,0.75,0.15206570326761737,0.31930389531261416,0.051648286334847526,1
24,0.3664579330507379,0.47783062777693064,0.5445299074691012,0.6906186952532702,0.29043506597866775,0.07946436779812349,0.41318631364202096,0.578713165648437,0.6999440841112188,0.578164222224212,0.9469123985276356,0.7815081832080235,0.2857142857142856,0.6742149752842564,0.5985439881065666,0.0,0.1361684090139177,0.8175047854690154,0.8605670873696666,1
25,0.4561924524652504,0.22338860084692436,0.4181750269320877,0.9982031393668614,0.32389609685214515,0.019736968536688382,0.7701042925215674,0.4944684802676922,0.024371218792099303,0.3904135153170052,0.8313588906005017,0.27124144021260005,0.7142857142857142,0.3659964915013151,0.9585940347529052,0.25,0.8976861277442236,0.5485412768627558,0.8211647071774465,0
26,0.7853952025653238,0.705602392516482,0.8873753667927977,0.11854845338274123,0.850842396976338,0.04437361318670918,0.8868457867652487,0.548738794858844,0.4381771375250572,0.921535355393371,0.36508265178692456,0.6873659651273616,0.7142857142857142,0.0820681944199122,0.6721399603666751,0.5,0.6780708117677061,0.3500802992623908,0.95709929962223,2
27,0.19972085763974223,0.19069616338858397,0.7358750476483089,0.7370763997965308,0.4751102052593099,0.6853799792148793,0.4756878218928414,0.3348077565190807,0.8865295390941026,0.4614504886817683,0.694806389114372,0.24099954657917366,0.8571428571428572,0.10882282992758407,0.3095871136555921,0.75,0.12566134889072966,0.8880220656346396,0.3031663849475812,2
28,0.514374009797902,0.552812811320065,0.885070978894458,0.6251030141743169,0.36633437446025485,0.7109505673376114,0.3228878807737815,0.5793388691435697,0.8286287025210957,0.9827858429897323,0.46114150412254806,0.3078044653323139,0.1428571428571428,0.6965759311481058,0.6862012582772374,1.0,0.9017769331575638,0.30180795921802406,0.3096143916521864,1
29,0.5925771289501377,0.2531465807929163,0.3946608823936723,0.1324952763113998,0.2626828575944211,0.7241023050109158,0.7273280291409646,0.9032198322014904,0.662042472922,0.29511668968688065,0.9283681837447056,0.6589735182730092,0.1428571428571428,0.8569151952876372,0.17716520751980358,0.75,0.6701481191880823,0.6737547024734143,0.5580454627381236,0
30,0.046452433190141695,0.95568623148515,0.5271283483584279,0.7771704417551232,0.3075919870201089,0.6302921785615686,0.9054017920898826,0.5428587141845682,0.571466084199282,0.0731284776962573,0.6181299933780865,0.3806701674856002,0.2857142857142856,0.8293545254472748,0.5218536442407,0.5,0.6584753124898373,0.696101947376994,0.7368103406606518,2
31,0.6077118610176088,0.02848008277424996,0.722103327870572,0.2712736878415848,0.44985485648920087,0.285464198539085,0.11405493252752308,0.1740167700098053,0.0806502870593161,0.5749170788651277,0.5820716225082888,0.694213294858838,0.1428571428571428,0.7443735641165313,0.5036228464285322,0.5,0.7566308082619286,0.5135089225004659,0.4498155298350114,1
32,0.17056262777258202,0.19961702988161956,0.662944747831181,0.9100190881534574,0.9075800723372406,0.16707435481339517,0.7968858052609286,0.7919472721265839,0.3552926152746066,0.8233238498631847,0.5006946140583094,0.1820830998078526,0.7142857142857142,0.7600958694478418,0.13255120313178548,0.25,0.6797693821789876,0.9117562843379448,0.7031157048755717,2
33,0.06505908309356667,0.24220927664789693,0.10551050816483815,0.8118374727678289,0.4878555815954605,0.9279800910153405,0.5572092571615238,0.643039451413963,0.20260285799377054,0.38831572351757737,0.3777297814963675,0.1825857891960796,0.8571428571428572,0.9808640153584599,0.5144812734540234,0.0,0.4787281628441902,0.5924700476647373,0.38243547351780316,2
34,0.9491529168839433,0.41400651065258676,0.7033338447379565,0.2796116046769894,0.4165360904857923,0.9132585317300174,0.8676898877937275,0.7293122150127753,0.24961866153969753,0.18499534236391946,0.14803724677040586,0.33556967587538605,0.4285714285714286,0.15572114671166437,0.7160008280077079,1.0,0.18101997503488443,0.9645417551096624,0.61192258350925,1
35,0.9659043369772317,0.23262668017374155,0.2570431651505553,0.45343384193395053,0.5369259584706615,0.24244901621222492,0.5141358058023627,0.9465268590448634,0.21216094194531537,0.7382121507872983,0.2739168221772327,0.4899385843616582,0.0,0.545272174439238,0.49337930950129705,0.75,0.2586732041462452,0.011689582787371866,0.09333341452759081,2
36,0.808623417488958,0.49130577952494225,0.6601972981700317,0.00598236634082816,0.18223196242606943,0.16788277161535547,0.8626598006806564,0.9285339455972499,0.94307702263032,0.27079331729830725,0.33248932511938745,0.1516553861667383,0.4285714285714286,0.262654527872756,0.4003346310642546,0.5,0.25506865143259705,0.549390832992271,0.1085051996293227,1
37,0.30469170203839957,0.8725110019754456,0.4648632686063104,0.22041498769331774,0.482982231784595,0.3753347010681498,0.5545210347332438,0.3451507014013866,0.714129999853228,0.7697141518102482,0.15399653731812923,0.6713809427701887,0.4285714285714286,0.23004827559872354,0.6602016334441414,0.0,0.7411461438954341,0.6269246391296375,0.08009560038060637,1
38,0.09768919611063476,0.712071530926291,0.22385280508102828,0.39469771477340376,0.33996524735970846,0.048324553847220786,0.14485681346724866,0.663199999471938,0.37752303789376,0.26222854615022295,0.8127272898636521,0.44677632297968256,1.0,0.40916215203550876,0.4914383622384566,0.25,0.21137045669723897,0.07194186533889346,0.10702237124321301,1
39,0.6844225856256391,0.579939314114265,0.44690323164382445,0.8566298613812261,0.928592815935266,0.16208341078569943,0.004898979062635034,0.40796988014212143,0.41345269073992824,0.5572356340203459,0.002189095354543813,0.4549736613269049,0.1428571428571428,0.3364550362855886,0.33700100658559684,0.25,0.29523174783326445,0.2547288193405587,0.025227951932681014,2
40,0.4402702814830405,0.0888661319036621,0.8330203897089923,0.08045859251168852,0.810242892813868,0.38029385601695964,0.6200607565708854,0.6591007279715075,0.597509903923336,0.8876697341631057,0.9157910789268239,0.6179863263484517,0.4285714285714286,0.6542158986573784,0.4458618097848084,1.0,0.6273009358246413,0.6231305069836093,0.448353950974827,2
41,0.12206248175588819,0.6939960077963108,0.29846747303240734,0.919048073170199,0.08266255817577312,0.2387060050597304,0.5921542048021443,0.621434243666261,0.193894776563854,0.20451622129269098,0.12826029308685216,0.27907389108846753,0.5714285714285714,0.4146647228293029,0.07778153443915903,0.0,0.07080410733469011,0.9718739527755862,0.3227853691512037,1
42,0.495310877669232,0.1662952728528202,0.2688798151795693,0.7084169937083619,0.9819845993832373,0.7368977592230409,0.21020837527607206,0.2969002038979498,0.2545887571782957,0.8206778982375831,0.05094232387188846,0.34654356028633787,0.4285714285714286,0.2849840381844032,0.8121874124669324,0.25,0.6856707066846905,0.9422832085582593,0.8905757684219843,0
43,0.03438699481136953,0.7863928062226566,0.2615443926216648,0.6555494442194606,0.16706586041015403,0.9050760987359726,0.8507137899848084,0.16026916521614631,0.5308333257696987,0.2653371407103646,0.9952109729357578,0.7526250514881481,0.1428571428571428,0.08345598015051459,0.3430663374439664,1.0,0.5862614449957917,0.4794295134741857,0.7320935820175408,1
44,0.9095761476641647,0.2499572334072182,0.4485849327396239,0.8446537915134827,0.13280447849810972,0.9092575979887655,0.8678450623903317,0.7196377586511311,0.5717243479453005,0.6606264185635624,0.9998200821906472,0.8369063044502014,1.0,0.29064395462030923,0.6187105730515046,0.5,0.4169675659946759,0.17651995962255185,0.3648125541301356,0
45,0.2588444371356945,0.41698810767252525,0.1908644731742271,0.6466598399022601,0.23799467884928172,0.6043245633847231,0.8042536508068464,0.08928494740992277,0.0853765586182067,0.2436172948952391,0.19173845604012285,0.6490250201763514,0.2857142857142856,0.4838103917271085,0.5564644583066554,0.75,0.04565907549449344,0.07438283542961166,0.4366699272154845,2
46,0.6627054594691516,0.3503940707366464,0.7138773811736023,0.22078311279449797,0.03588609118600217,0.7035595057913554,0.9366819996431907,0.4527610113083883,0.5666824665370422,0.11445614179958397,0.13377460121763418,0.4987646595854988,0.2857142857142856,0.60704303820598,0.18765702652692706,1.0,0.23080554262227482,0.48457231352015184,0.5559857534312761,1
47,0.31179109590269094,0.8588562129490966,0.8013389066435863,0.7617030187425359,0.6946187868318746,0.49405265706654933,0.5066930138299176,0.0005001487474718402,0.9933259237217062,0.6639852764087024,0.197755835267173,0.4841936699651594,0.7142857142857142,0.6393086439480856,0.35345054054972325,0.0,0.281774941083778,0.5421529472557844,0.7884817213234038,1
48,0.5202093079149092,0.12641615870195255,0.7580156007080721,0.7916885421562426,0.06926443060375209,0.146628423256012,0.7023660471789185,0.15373133728287725,0.7742819991569234,0.5948407341639828,0.5113214085844481,0.5090570372387797,0.1428571428571428,0.20920062048139276,0.9653648886424695,0.5,0.021672655930249585,0.6909974944482957,0.31957722713004466,0
49,0.5468594001806556,0.5656188804808349,0.7651002549755437,0.19981832159295465,0.9687401845575484,0.6350897322180206,0.9045572436945858,0.633858413009192,0.6588493313709389,0.40140963124739715,0.32117171252469745,0.05193806766699355,1.0,0.40873547059231685,0.7358044788547415,0.75,0.15980577464987977,0.4389692436813395,0.5685237918636122,1
50,0.1848971734149153,0.14193692449337347,0.7354362531470222,0.6878353327072316,0.07485332825329188,0.3499416375727553,0.45627010522099665,0.6499835470674384,0.22986192253492832,0.03655857067063217,0.33635497062376385,0.4035465361574973,0.4285714285714286,0.403003561083232,0.41116971661016644,0.0,0.009475614970600121,0.32356144716419744,0.44037953324011114,0
51,0.9698580939194307,0.7048022525053701,0.43637989802445126,0.051710239529733526,0.2917403461615493,0.005701558616839075,0.6184744976557098,0.2696454825583813,0.11676474263051317,0.4752154442810863,0.8095838435565003,0.9007581106181752,0.0,0.014567068766084934,0.8941971937295694,0.25,0.04741597998304892,0.8667874802485016,0.09480243863625593,1
52,0.775349111369697,0.905131204335359,0.8989215096584464,0.12794731409557347,0.20430435701724803,0.5749936821484264,0.5128206695603389,0.8803303035974606,0.6451866066206582,0.14859800623752895,0.890212723836573,0.3016081308633027,0.4285714285714286,0.8842641080613957,0.5861876937786996,0.0,0.11963786893864015,0.40178859789235877,0.8194034223664276,2
53,0.9397635610859737,0.4345511239570239,0.9790740162511988,0.8713206037851863,0.5296306603913039,0.1983214805690099,0.9833546079427112,0.8012504948831289,0.62035113067838,0.35939197481833407,0.969853288944638,0.7567736144592474,0.8571428571428572,0.6739227410364629,0.84645484014918,0.75,0.33847465536317145,0.14174351357563097,0.1572110154879195,2
54,0.8950788343615131,0.48804819077090644,0.22277045420131564,0.9152970484469639,0.16232932939230005,0.8866178259282685,0.4376484972450593,0.031317648571001167,0.46009762614636257,0.5861493265543471,0.5147365277137611,0.5794275493292098,0.4285714285714286,0.662225007325466,0.5256225898023379,0.75,0.34424209061544997,0.4035039852151605,0.5741882120661214,1
55,0.5980641518725004,0.9274811187152954,0.32556605057411675,0.8238422190474396,0.7542901194157982,0.9340679084560121,0.3170326485058278,0.807025913263772,0.03452584223948202,0.9393520328848728,0.24612013740063854,0.07354620853406518,1.0,0.5782792457498663,0.9315138057842498,0.0,0.8183473637828567,0.8973129294932043,0.5914786958394148,1
56,0.922133672036814,0.520954983731295,0.5090498282127196,0.44084256299765867,0.2621169101581785,0.16211736108138597,0.6296797965681876,0.23436528854679273,0.03419719293386991,0.5112530682956984,0.5549181908244704,0.8983564557947206,0.0,0.4606855852887214,0.8358805764950117,0.75,0.5476835489954908,0.3813814398598798,0.2018861502806859,0
57,0.08850688491047909,0.48755425350873804,0.8711753085046723,0.8948341778147607,0.5109633976941087,0.029326312375550723,0.2806909749803653,0.6963257004167709,0.8032721609059399,0.19468083149558968,0.8710682361270153,0.8178333687216657,0.4285714285714286,0.22456524073319184,0.07973684445049134,0.0,0.05691628598648335,0.7315139052087851,0.7657119185436841,1
58,0.19602885259329983,0.5783060558686308,0.4633171864157864,0.2439531534133016,0.6354653872905455,0.003952082321985517,0.8576501670300415,0.6001264308505676,0.5900132417365915,0.9462269078140155,0.030883987610838326,0.5256095233879363,0.8571428571428572,0.3922898579224289,0.6829430443742068,0.5,0.04518356142813862,0.9056389581384108,0.12244232124229903,2
59,0.04522894972368463,0.6892325262706123,0.8846916593506469,0.3253847432485806,0.395427984967049,0.9131618959908226,0.8923256666269038,0.7345922852098208,0.9383031439291678,0.0257846589585502,0.9112621296034255,0.9113443489834794,1.0,0.1761314074259943,0.44561275663221966,0.75,0.3457970461716393,0.0658463791046624,0.11023374355612392,2
60,0.3254143552898895,0.10675049459344033,0.45504083269207724,0.12264042730521252,0.8006771363237558,0.15196051922703147,0.3450754863305069,0.7005807502149202,0.16150885536602633,0.64277922901314,0.22653014801699745,0.09025475347837297,0.4285714285714286,0.8155518618802363,0.15057603149207965,0.75,0.6631863102047861,0.42641093836684285,0.11321323252462878,1
61,0.3887799412568568,0.8211440421819864,0.7171138323348942,0.33053741096349243,0.9297691685796475,0.4353400546647803,0.3583768744529504,0.2789004796503397,0.6548158012405811,0.2622991678902409,0.3104914415599056,0.6769175286789297,0.8571428571428572,0.2107258645033182,0.8010281959933847,0.5,0.5535881337964326,0.32595324868807274,0.9055161985311396,0
62,0.27141718321248265,0.43544870660595625,0.3698148188524147,0.8082936851373325,0.028245689652297956,0.05708132602768501,0.08659197181601241,0.04166640413582978,0.5038590289508182,0.7574849338066374,0.364043840600732,0.8909881797967383,0.5714285714285714,0.277058225502569,0.49016057830702575,0.5,0.17669793685647917,0.45821261170241745,0.44649227340940023,2
63,0.8289695595062269,0.07220758374699843,0.6675639917537839,0.532315731962912,0.9614544448991486,0.37333911377211804,0.25588064953973333,0.6127095088589105,0.9924047730260732,0.3311396472539143,0.9137807914036132,0.9564580955875124,0.5714285714285714,0.012364979099720674,0.20197514838457886,1.0,0.510187093875534,0.06213350534379458,0.2527732549267484,1
64,0.35684659108643035,0.7862080464253365,0.6774522368418159,0.801158010197132,0.5853973780139868,0.7855136581364454,0.06786245070289376,0.3044073756903486,0.1535440229420419,0.42867625087639305,0.1759769823777978,0.7321138238831479,0.8571428571428572,0.3742803981210242,0.3248600999237352,0.25,0.8297755607606645,0.11248215783903226,0.18697111045297266,2
65,0.281005479715695,0.37688000915003705,0.5753304677338689,0.16836354887936084,0.4278106925831766,0.406669634006262,0.7573003454598884,0.7085835302214598,0.15259758095208237,0.7703932647245186,0.22299393127030254,0.17262403610560278,0.7142857142857142,0.7098399583994782,0.1677962160918307,0.0,0.2031482675652816,0.48557224062472715,0.8285348579343151,2
66,0.542844023629634,0.10023309658381585,0.6502449108072332,0.9339859829031899,0.7226161798281306,0.7756666801520712,0.18029892349715482,0.15487219128758867,0.5691429856764261,0.897812558703359,0.7311123096541386,0.5817981924690128,0.1428571428571428,0.17800814238520313,0.6130354806636276,0.75,0.621788178937503,0.9240115787236456,0.6636558576767119,2
67,0.14095402527176004,0.6337689109907172,0.4224066168157175,0.9220350882574927,0.18493855157912897,0.6889055976397812,0.07890057673405182,0.10412764083269221,0.5079385284777349,0.182449572435184,0.934708502500554,0.29904466507756794,0.4285714285714286,0.5112930124205196,0.6352947944463461,0.75,0.9219513132947441,0.09611001395469398,0.2531707726527499,1
68,0.8024212269214849,0.8801786180743985,0.7716691706823933,0.7748841648020052,0.08106252296521776,0.5173347076827318,0.16430076740858646,0.40150333058121,0.6860809792989193,0.29620410384587026,0.10471101473071087,0.5117505520204737,0.7142857142857142,0.9388903180004468,0.2944120895658875,0.5,0.5703346431304777,0.09532286820787594,0.08436064932083276,1
69,0.07456092696404248,0.8878025498037292,0.4993530098095675,0.3928923512507,0.35478502333255013,0.7377875116535938,0.37734328133647577,0.5118114473726083,0.013717395452252756,0.004196525797775186,0.5222472568008746,0.7106237274893317,0.8571428571428572,0.43839866741046285,0.277452656756791,0.0,0.8926100991145323,0.23617008821225016,0.6364657909573187,0
70,0.9871654904631061,0.9577288022637467,0.5204975573594959,0.12158673589241409,0.3716875347743135,0.8792244705083355,0.42251027487393944,0.4992436311569157,0.3656289784874976,0.8565599405115316,0.9144801760236722,0.40614476504022884,0.2857142857142856,0.7947397818402419,0.1107036162103392,0.25,0.20828190996915463,0.1276010404829483,0.4580785101058996,1
71,0.7724602080789839,0.867749829522044,0.36806397478475167,0.6996681038773009,0.4676514137238029,0.7931019664316744,0.8986681891668572,0.14344433897205566,0.0021790519122631413,0.9471289763845361,0.886107571683301,0.2217655501710269,0.2857142857142856,0.7984612016037279,0.9753603586643953,0.0,0.41879956415739383,0.38948512676906377,0.8062682834147376,2
72,0.19876247528807078,0.0019836367916263864,0.08792012273177546,0.20956713456456283,0.37163129569286435,0.6917969711388002,0.2796058711345596,0.8819152597664122,0.6335093172353183,0.279355063703425,0.9484792721249066,0.09638206194183657,0.1428571428571428,0.6522529147681734,0.3141673138660135,1.0,0.5721292546336605,0.5101793552029803,0.4557922618323812,0
73,0.005512102714048561,0.38017197063340014,0.12783388671047408,0.8523649120092643,0.4713010633632171,0.7018915781433398,0.7177889498392304,0.0030064831415097526,0.9478594276106271,0.38447883582878184,0.9021237291520493,0.4016823338192664,0.5714285714285714,0.3659225077693359,0.5989988389626482,0.5,0.1043270354949648,0.789002549819634,0.3791934880055273,2
74,0.8156895750053764,0.818575496086009,0.25431825196432384,0.3107512703066926,0.3300655018582237,0.1610425342937254,0.8949992969202106,0.9647564302903018,0.7208327054266317,0.4288863445238973,0.314690501946594,0.1924022375429943,0.1428571428571428,0.7596961294355423,0.18881667838159188,0.5,0.5725238558504013,0.20192708871349885,0.9023351280385169,2
75,0.7070535555942815,0.36618055136866134,0.6531235120842513,0.90167483583171,0.12686847679448793,0.9507990523291824,0.8567837156926802,0.38841182285271225,0.7233648353094173,0.40967907783343604,0.20799296368998166,0.4033874762316702,1.0,0.940112444322211,0.720323184579525,0.25,0.49301810183235006,0.01187393604971354,0.6911295563151857,2
76,0.7292098928971181,0.6015308690151364,0.49364354724381915,0.7243410719076032,0.8297289565249671,0.20561865425083248,0.19895191122017253,0.46196679261946105,0.9689884849974617,0.39280025135972196,0.9014934284505828,0.2762730858851072,0.8571428571428572,0.271933124289229,0.6603167483161942,1.0,0.5566666086789196,0.705987470688257,0.3261369935761471,0
77,0.7714854989413421,0.6063004209232365,0.7851720529841861,0.32476845047842084,0.4437366890652331,0.34893975693786794,0.2797151183543026,0.9756769030090273,0.7159026908011874,0.47581087938333466,0.711963281354021,0.571132174046572,0.1428571428571428,0.5014976808915729,0.12304244507910589,1.0,0.7680415625179979,0.46832771937388173,0.14528767911220353,2
78,0.07405478623248907,0.3649525633888189,0.8619736924660633,0.663612100845604,0.4899319818318869,0.5180132864297659,0.05440834850417997,0.45760344010007414,0.6239828505271503,0.1536757857511839,0.3785131840663867,0.22007666388311792,0.2857142857142856,0.6002916280442129,0.017724247310803687,0.75,0.24693168051681846,0.3704290150089149,0.5672193734067151,1
79,0.3585594964652957,0.9045268630603587,0.28698793945209294,0.5856106766949635,0.6052986773145994,0.12611673826643166,0.4833168635038799,0.49575799173370905,0.18024465370417198,0.05755905009943585,0.7129441230624617,0.039907535163872965,0.8571428571428572,0.5943553064503265,0.021687444734024286,0.0,0.4665961248524062,0.8283136907478545,0.9197280297562475,1
80,0.11589149240314223,0.5031878021761951,0.853711073990381,0.7889972108854991,0.48047270170546674,0.5936201289464137,0.4052936197373548,0.757713451021957,0.5486411348862612,0.7234966440729016,0.30717858024602773,0.5498736649032523,0.5714285714285714,0.4165968410679385,0.2888270693733781,0.5,0.4876540860777554,0.23937340028270537,0.19339996163017859,2
81,0.8633455814558099,0.46473470631920777,0.21757706357599588,0.6306877453854735,0.6987639183390754,0.18262757347219605,0.5453393808436792,0.2405976405988648,0.6191300599872496,0.8465529790373743,0.5813459170989602,0.824512385041064,0.5714285714285714,0.5435447530179739,0.4110102211116957,0.75,0.7354367751843831,0.38391196862374755,0.5867350985065375,1
